"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","생대추 수량_ha당","건대추_찍초 수량_ha당","건대추_소계 수량_ha당","총 생산량(건대추 기준)_ha당","생대추 평가액_ha당","건대추_소계 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","골목 눕히기_시간_ha당","골목 뒤집기_시간_ha당","골목 벌채_시간_ha당","골목 세우기_시간_ha당","골목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","가중치"
3,0,0,0,0,0,52720,0,0,0,0,658440,33,2,434170,6,0.46,0,0.46,0,0,0.46,0,0.46,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,17,2,1333.33333333333,2155030.3030303,159757.575757576,1995272.72727273,0,0,0,0,0,159757.575757576,0,0,0,0,1995272.72727273,2200000,467575.757575758,0,0,0,0,0,0,2700114.8989899,1023340.90909091,3723455.80808081,524646.464646465,3506060.60606061,0,3506060.60606061,24222451.5151515,0,0,24222451.5151515,9504878.33333333,460463.809141414,360158.713939394,820622.523080808,28549134.6442929,-8668514.6969697,33727329.8484849,4326683.12914141,38054012.9776263,-37217649.3412626,836363.636363636,0,139.393939393939,139.393939393939,139.393939393939,0,836363.636363636,0,0,0,0,0,0,6.06060606060606,6.06060606060606,0,0,0,0,7757.57575757576,7757.57575757576,1430.30303030303,860.606060606061,569.69696969697,0,0,0,103.030303030303,0,1533.33333333333,0,3.03030303030303,0,18.1818181818182,0,0,0,45.4545454545455,0,15.1515151515152,12.1212121212121,281.818181818182,0,0,460.606060606061,0,0,342.424242424242,0,0,57.5757575757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.969696969697,24.75
3,0,0,0,0,0,55010,0,0,0,0,0,99,1,423960,6,0.23,0,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0,0,0.23,0,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0,0,3,2,860.869565217391,239173.913043478,239173.913043478,0,0,0,0,0,0,239173.913043478,0,0,0,0,0,1459565.2173913,370869.565217391,0,0,90000,0,0,0,307391.304347826,0,307391.304347826,2113043.47826087,2513043.47826087,0,2513043.47826087,8584021.73913043,0,0,8584021.73913043,5004003.47826087,292810.796521739,133221.017391304,426031.813913043,11523097.0313043,12206866.0869565,13588025.2173913,2939075.29217391,16527100.5095652,683769.055652175,17210869.5652174,1978.26086956522,0,0,751.739130434783,17210869.5652174,0,0,0,0,0,0,0,108.695652173913,108.695652173913,0,0,0,0,0,0,304.347826086957,304.347826086957,0,0,0,0,165.217391304348,0,469.565217391304,0,0,0,4.34782608695652,0,0,0,169.565217391304,0,86.9565217391304,78.2608695652174,8.69565217391304,0,0,0,0,0,0,0,0,82.6086956521739,0,0,0,4.34782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7826086956522,28.3684210526316
3,0,0,0,0,0,57990,0,0,0,0,0,37,2,415002,6,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,25.5,2,875,144975,144975,0,0,0,0,0,0,144975,0,0,0,0,0,1278500,4298500,0,0,0,0,0,0,5365972.91666667,113684.210526316,5479657.12719298,1512000,2890000,0,2890000,20857950,19430000,2472500,42760450,33751066.976221,656865.639438596,601182.07,1258047.7094386,26286064.8604105,-11664566.976221,55889084.127193,4148047.7094386,60037131.8366316,-37950631.8366316,22086500,0,332.5,3270,3270,0,22086500,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1075,652.5,422.5,1345,337.5,1007.5,175,0,2595,0,5,0,2.5,0,0,0,80,0,855,1317.5,17.5,0,0,135,0,0,87.5,0,0,87.5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4
3,0,0,0,0,0,63270,604300,0,261860,0,0,33,2,434170,6,0.48,0,0.48,0,0,0,0,0,0,0,0.48,0,0.48,0,0,0.48,0,0.48,0,0,0,0,0,0,0,0.48,0,0.48,0,0,20.5,2,1458.33333333333,1936312.5,131812.5,1804500,0,0,0,0,0,131812.5,1258958.33333333,0,545541.666666667,0,0,1399166.66666667,195000,0,0,0,0,0,0,561362.847222222,43200,604562.847222222,495486.111111111,0,2629166.66666667,2629166.66666667,8561889.58333333,0,0,8561889.58333333,7693864.79166667,107817.892361111,149945.3725,257763.264861111,8819652.84819445,-3658864.79166667,13626587.7083333,2886929.93152778,16513517.6398611,-12478517.6398611,4035000,0,287.5,520.833333333333,520.833333333333,0,4035000,0,0,0,0,0,0,6.25,6.25,4239.58333333333,0,17118.75,0,0,21358.3333333333,475,350,125,0,0,0,54.1666666666667,0,529.166666666667,0,2.08333333333333,0,2.08333333333333,0,0,0,41.6666666666667,0,0,16.6666666666667,50,0,0,135.416666666667,0,0,243.75,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75
3,0,0,0,0,0,65910,415800,0,0,0,0,37,3,415002,6,0.56,0,0.56,0,0,0.16,0,0.16,0,0,0.4,0,0.4,0,0,0.56,0,0.56,0,0,0.16,0,0.16,0,0,0.4,0,0.4,0,0,33,2,750,860196.428571429,117696.428571429,742500,0,0,0,0,0,117696.428571429,742500,0,0,0,0,1047142.85714286,922678.571428571,0,0,0,0,0,99642.8571428571,5191031.25,216507.518796992,5407538.76879699,0,685714.285714286,1200000,1885714.28571429,17117614.2857143,1503242.85714286,155357.142857143,18776214.2857143,11467986.1643486,343150.177286967,269152.85,612303.027286967,18558446.9174496,6759870.97850853,27528415.768797,2498017.31300125,30026433.0817982,-11798575.9389411,18227857.1428571,0,492.857142857143,2912.5,2912.5,0,18227857.1428571,0,0,0,0,0,0,7.14285714285714,7.14285714285714,6814.28571428571,0,0,0,0,6814.28571428571,875,462.5,412.5,98.2142857142857,26.7857142857143,71.4285714285714,166.071428571429,0,1139.28571428571,0,1.78571428571429,0,0,0,0,0,58.9285714285714,0,389.285714285714,323.214285714286,32.1428571428571,0,0,125,0,0,92.8571428571428,0,0,107.142857142857,0,0,0,8.92857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
3,0,0,0,0,0,70300,102560,0,0,0,0,37,2,415002,5,0.32,0,0.32,0,0,0.32,0,0.32,0,0,0,0,0,0,0,0.32,0,0.32,0,0,0.32,0,0.32,0,0,0,0,0,0,0,28,2,484.375,540187.5,219687.5,320500,0,0,0,0,0,219687.5,320500,0,0,0,0,1571875,1119375,0,0,1622500,0,0,469375,4177854.16666667,35125,4212979.16666667,1923750,2890625,0,2890625,18041503.125,1546875,0,19588378.125,13421918.6666667,649955.3,308904.96375,958860.26375,21890988.38875,40119956.3333333,31463421.7916667,3849485.26375,35312907.0554167,18228967.9445833,53541875,5793.75,343.75,4371.875,6573.5,24913125,28628750,0,0,0,0,0,0,12.5,12.5,396.875,0,0,0,0,396.875,956.25,687.5,268.75,128.125,43.75,84.375,112.5,0,1196.875,0,6.25,0,0,0,0,0,46.875,0,137.5,628.125,9.375,0,0,193.75,0,9.375,93.75,0,0,71.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4
3,0,0,0,0,0,73340,0,0,0,0,509650,33,3,434170,6,0.56,0,0.56,0,0,0.56,0,0.56,0,0,0,0,0,0,0,0.56,0,0.56,0,0,0.56,0,0.56,0,0,0,0,0,0,0,15,2,714.285714285714,1041053.57142857,130964.285714286,910089.285714286,0,0,0,0,0,130964.285714286,0,0,0,0,910089.285714286,1453214.28571429,978214.285714286,0,0,0,0,0,0,603846.726190476,703167.857142857,1307014.58333333,42470.2380952381,2926785.71428571,0,2926785.71428571,10463055.3571429,813071.428571429,0,11276126.7857143,6069208.39285714,83359.1690238095,182882.750714286,266241.919738095,13656082.9911667,9384184.46428571,16532263.75,3193027.63402381,19725291.3840238,-4271898.52688095,15453392.8571429,1589.28571428571,41.0714285714286,292.857142857143,896.785714285714,12714285.7142857,2739107.14285714,0,0,0,0,0,0,7.14285714285714,7.14285714285714,0,0,0,0,1905.35714285714,1905.35714285714,546.428571428571,358.928571428571,187.5,48.2142857142857,33.9285714285714,14.2857142857143,94.6428571428571,0,689.285714285714,0,1.78571428571429,0,8.92857142857143,0,0,0,44.6428571428571,0,7.14285714285714,130.357142857143,39.2857142857143,0,0,153.571428571429,0,0,255.357142857143,0,0,48.2142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6875
3,0,0,0,0,0,79080,124740,0,0,0,644380,99,3,423960,6,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,4,2,1400,1696400,158160,1538240,0,0,0,0,0,158160,249480,0,0,0,1288760,306800,60800,0,0,0,0,0,48800,106800,20736,127536,432000,5714000,0,5714000,12861550,0,0,12861550,3096296,94188.47552,185681.94,279870.41552,18855420.41552,3003304,15957846,5993870.41552,21951716.41552,-15852116.41552,6099600,828,0,0,314.64,6099600,0,0,0,0,0,0,0,20,20,306,0,0,0,1068,1374,800,522,278,0,0,0,6,0,806,0,0,0,12,0,0,0,56,0,44,302,128,0,0,56,0,0,140,0,0,52,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84615384615385
3,0,0,0,0,0,91390,0,0,0,0,0,37,2,415002,6,0.45,0,0.45,0,0,0,0,0,0,0,0.45,0,0.45,0,0,0.45,0,0.45,0,0,0,0,0,0,0,0.45,0,0.45,0,0,36.3333333333333,2,888.888888888889,203088.888888889,203088.888888889,0,0,0,0,0,0,203088.888888889,0,0,0,0,0,927111.111111111,2918000,2311111.11111111,0,0,0,0,142888.888888889,4620557.40740741,113684.210526316,4734241.61793372,1800000,0,1680000,1680000,25113666.6666667,7597777.77777778,1280000,33991444.4444444,23026522.7139725,570222.132756335,502121.191111111,1072343.32386745,27168708.6722731,35631477.2860275,47442888.0623782,2752343.32386745,50195231.3862456,8462768.61375438,58658000,0,1104.44444444444,8933.33333333333,8933.33333333333,0,58658000,0,0,0,0,0,0,8.88888888888889,8.88888888888889,0,0,0,0,0,0,1333.33333333333,693.333333333333,640,571.111111111111,42.2222222222222,528.888888888889,193.333333333333,0,2097.77777777778,0,4.44444444444444,0,0,0,0,0,71.1111111111111,0,913.333333333333,737.777777777778,13.3333333333333,0,0,191.111111111111,0,0,42.2222222222222,0,0,117.777777777778,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4
3,0,0,0,0,0,94900,1053360,0,0,0,0,99,3,423960,6,0.73,0.33,0,0.4,0,0.73,0.33,0,0.4,0,0,0,0,0,0,0.73,0.33,0,0.4,0,0.73,0.33,0,0.4,0,0,0,0,0,0,13.5,2,726.027397260274,1572958.90410959,130000,1442958.90410959,0,0,0,0,0,130000,1442958.90410959,0,0,0,0,257260.273972603,124109.589041096,0,0,0,0,0,0,818595.890410959,3550.68493150685,822146.575342466,310684.931506849,2905479.45205479,0,2905479.45205479,1770216.43835616,378082.191780822,65753.4246575343,2214052.05479452,3900774.50632677,182806.840328767,51687.9221917808,234494.762520548,4964372.03701569,242376.178604733,5725172.32876712,3139974.21457534,8865146.54334247,-4721995.85841096,4143150.68493151,0,0,360.27397260274,360.27397260274,0,4143150.68493151,0,0,0,0,0,0,100,100,6969.86301369863,0,0,0,0,6969.86301369863,84.9315068493151,61.6438356164384,23.2876712328767,43.8356164383562,0,43.8356164383562,19.1780821917808,0,147.945205479452,0,1.36986301369863,0,0,0,0,0,8.21917808219178,0,8.21917808219178,86.3013698630137,15.0684931506849,0,0,0,0,0,0,0,0,15.0684931506849,0,0,0,1.36986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3287671232877,6.84615384615385
3,0,0,0,0,0,96660,291060,0,0,0,158170,33,1,434170,6,0.23,0,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0,0,0.23,0,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0,0,25,2,652.173913043478,2373434.7826087,420260.869565217,1953173.91304348,0,0,0,0,0,420260.869565217,1265478.26086957,0,0,0,687695.652173913,1367391.30434783,395217.391304348,0,0,0,0,0,0,1521137.68115942,654282.608695652,2175420.28985507,310217.391304348,2934782.60869565,0,2934782.60869565,12590808.6956522,0,0,12590808.6956522,7055851.15942029,234795.087246377,207412.966956522,442208.054202899,15967799.3585507,11031974.9275362,19646659.8550725,3376990.66289855,23023650.517971,-4935824.4310145,18087826.0869565,0,100,1569.5652173913,1569.5652173913,0,18087826.0869565,0,0,0,0,0,0,13.0434782608696,13.0434782608696,5530.4347826087,0,0,0,1391.30434782609,6921.73913043478,621.739130434783,565.217391304348,56.5217391304348,0,0,0,108.695652173913,0,730.434782608696,0,13.0434782608696,0,26.0869565217391,0,0,0,60.8695652173913,0,13.0434782608696,82.6086956521739,69.5652173913043,0,0,191.304347826087,0,0,195.652173913043,0,0,78.2608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6666666666667
3,0,0,0,110290,135990,35150,0,0,0,0,1649620,33,3,434170,5,0.7,0.6,0.1,0,0,0.7,0.6,0.1,0,0,0,0,0,0,0,0.7,0.6,0.1,0,0,0.7,0.6,0.1,0,0,0,0,0,0,0,15.6,2,1071.42857142857,2758642.85714286,402042.857142857,2356600,0,0,0,157557.142857143,194271.428571429,50214.2857142857,0,0,0,0,2356600,1431571.42857143,620714.285714286,0,0,0,0,0,930000,139830.952380952,202688.195488722,342519.147869674,57833.3333333333,2714285.71428571,0,2714285.71428571,17607625.7142857,5829100,0,23436725.7142857,12404551.0526316,29304.3550696742,361802.913142857,391107.268212531,20713018.696784,164209163.233083,30012176.7669173,3105392.98249825,33117569.7494155,143496144.536299,176613714.285714,9538.57142857143,164.285714285714,4194.28571428571,7818.94285714286,115416714.285714,61197000,0,0,0,0,421.428571428571,225.714285714286,2.85714285714286,650,0,0,0,0,4877.14285714286,4877.14285714286,875.714285714286,558.571428571429,317.142857142857,452.857142857143,80,372.857142857143,174.285714285714,0,1502.85714285714,0,5.71428571428571,0,10,0,0,0,62.8571428571429,0,331.428571428571,784.285714285714,74.2857142857143,0,0,0,0,0,105.714285714286,0,0,111.428571428571,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13.6875
3,0,0,0,127260,0,119150,4296600,0,0,0,0,37,4,415002,6,1.33,0,1.33,0,0,1.33,0,1.33,0,0,0,0,0,0,0,1.33,0,1.33,0,0,1.33,0,1.33,0,0,0,0,0,0,0,48,1,751.87969924812,3415796.9924812,185270.676691729,3230526.31578947,0,0,0,95684.2105263158,0,89586.4661654135,3230526.31578947,0,0,0,0,551428.571428571,1250075.18796992,2345864.66165414,0,0,0,0,129022.556390977,3542380.95238095,75219.6280174119,3617600.58039836,0,2890225.56390977,0,2890225.56390977,5212827.81954887,12403383.4586466,996240.601503759,18612451.8796992,24829616.2204865,57214.8938134811,326177.534135338,383392.427948819,8781244.20139447,13190007.8396638,30337242.4300224,3273617.99185859,33610860.421881,4408763.63826936,38019624.0601504,0,497.744360902256,5593.23308270677,5593.23308270677,0,38019624.0601504,0,0,0,0,341.353383458647,0,3.7593984962406,345.112781954887,8607.51879699248,0,0,0,0,8607.51879699248,235.338345864662,54.8872180451128,180.451127819549,954.135338345865,445.112781954887,509.022556390977,90.2255639097744,0,1279.6992481203,0,1.50375939849624,0,0,0,0,0,33.0827067669173,0,512.781954887218,610.526315789474,24.812030075188,0,0,12.0300751879699,0,0,21.0526315789474,0,0,57.1428571428571,0,0,0,6.01503759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75187969924812,22.25
3,0,0,0,127260,51510,147180,0,0,0,0,0,99,1,423960,5,0.27,0.27,0,0,0,0,0,0,0,0,0.27,0.27,0,0,0,0.27,0.27,0,0,0,0,0,0,0,0,0.27,0.27,0,0,0,7.66666666666667,2,2148.14814814815,1207222.22222222,1207222.22222222,0,0,0,0,471333.333333333,190777.777777778,545111.111111111,0,0,0,0,0,772962.962962963,832962.962962963,4622222.22222222,281111.111111111,0,0,0,0,153888.888888889,8400000,8553888.88888889,1440000,0,5600000,5600000,34584803.7037037,0,0,34584803.7037037,23734330.3703704,822426.325925926,524535.936296296,1346962.26222222,35931765.9659259,73915669.6296296,52719134.0740741,6946962.26222222,59666096.3362963,37983903.6637037,97650000,10500,0,0,3990,97650000,0,0,0,0,0,125.925925925926,96.2962962962963,96.2962962962963,318.518518518518,0,0,0,0,0,0,1962.96296296296,1137.03703703704,825.925925925926,0,0,0,137.037037037037,0,2100,0,0,0,33.3333333333333,0,0,0,137.037037037037,0,807.407407407407,714.814814814815,25.9259259259259,0,0,0,0,0,92.5925925925926,0,0,0,0,0,0,7.40740740740741,281.481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3684210526316
3,0,0,0,13080,0,0,0,0,1366200,0,0,33,4,434170,5,1.01,0,1.01,0,0,1.01,0,1.01,0,0,0,0,0,0,0,1.01,0,1.01,0,0,1.01,0,1.01,0,0,0,0,0,0,0,14.3333333333333,2,1188.11881188119,1365623.76237624,12950.495049505,1352673.26732673,0,0,0,12950.495049505,0,0,0,0,1352673.26732673,0,0,2372277.22772277,463564.356435644,0,0,0,0,0,665841.584158416,745171.823432343,168475.247524752,913647.070957096,32062.7062706271,5726732.67326733,0,5726732.67326733,15300351.4851485,7248564.35643564,0,22548915.8415842,13495751.0643564,75844.472240099,339961.162376238,415805.634616337,21442889.7930322,315556031.113861,28796102.549505,6142538.30788366,34938640.8573886,294113141.320829,329051782.178218,22034.6534653465,0,4190.09900990099,12563.2673267327,266619306.930693,62432475.2475248,0,0,0,0,2.97029702970297,0,0,2.97029702970297,0,0,122034.653465347,0,0,122034.653465347,801.980198019802,527.722772277228,274.257425742574,516.831683168317,43.5643564356436,473.267326732673,109.90099009901,0,1428.71287128713,0,3.96039603960396,0,7.92079207920792,0,0,0,77.2277227722772,0,229.70297029703,792.079207920792,45.5445544554455,0,0,0,0,0,200.990099009901,0,0,63.3663366336634,0,0,0,7.92079207920792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11111111111111
3,0,0,0,141400,0,96650,415800,0,0,0,0,37,3,415002,6,0.77,0.23,0.54,0,0,0.49,0,0.49,0,0,0.28,0.23,0.05,0,0,0.77,0.23,0.54,0,0,0.49,0,0.49,0,0,0.28,0.23,0.05,0,0,31.5,2,584.415584415584,849155.844155844,309155.844155844,540000,0,0,0,183636.363636364,0,125519.480519481,540000,0,0,0,0,617922.077922078,1175584.41558442,1958441.55844156,0,0,0,0,133766.233766234,3710155.84415584,147641.831852358,3857797.6760082,0,750649.350649351,285714.285714286,1036363.63636364,12755742.8571429,3567220.77922078,274025.974025974,16596989.6103896,12920490.5123163,46982.8616222374,264515.060779221,311497.922401458,14032030.4627168,2610288.70846295,25604659.4162679,1347861.55876509,26952520.975033,-11421741.7542538,15530779.2207792,0,142.857142857143,2255.84415584416,2255.84415584416,0,15530779.2207792,0,0,0,0,589.61038961039,0,5.19480519480519,594.805194805195,3303.8961038961,0,0,0,0,3303.8961038961,619.480519480519,389.61038961039,229.87012987013,214.285714285714,125.974025974026,88.3116883116883,136.363636363636,0,970.12987012987,0,2.5974025974026,0,0,0,0,0,48.0519480519481,0,302.597402597403,368.831168831169,37.6623376623377,0,0,70.1298701298701,0,0,54.5454545454545,0,0,81.8181818181818,0,0,0,3.8961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
3,0,0,0,147760,0,1581660,0,0,0,0,702960,38,4,389606,6,1.32,0,1.32,0,0,0.59,0,0.59,0,0,0.73,0,0.73,0,0,1.32,0,1.32,0,0,0.59,0,0.59,0,0,0.73,0,0.73,0,0,27.2857142857143,2,803.030303030303,1842712.12121212,1310166.66666667,532545.454545454,0,0,0,111939.393939394,0,1198227.27272727,0,0,0,0,532545.454545454,1283787.87878788,897424.242424242,0,172272.727272727,0,0,0,0,1342275.7260101,42304.3062200957,1384580.0322302,441818.181818182,263636.363636364,273484.848484848,537121.212121212,5730153.03030303,511636.363636364,0,6241789.39393939,7197322.39586656,196127.508017544,129431.030909091,325558.538926635,6319347.93286603,9286920.02837586,12653990.5776847,862679.751047847,13516670.3287326,2967572.09550984,16484242.4242424,0,218.181818181818,2451.51515151515,2451.51515151515,0,16484242.4242424,0,0,0,0,206.060606060606,0,1237.87878787879,1443.93939393939,0,0,0,0,969.69696969697,969.69696969697,278.030303030303,169.69696969697,108.333333333333,36.3636363636364,0,36.3636363636364,67.4242424242424,0,381.818181818182,0,9.09090909090909,0,0,0,0,0,28.7878787878788,0,142.424242424242,70.4545454545455,37.8787878787879,0,0,0,0,50.7575757575758,26.5151515151515,3.03030303030303,0,9.09090909090909,0,0,0,3.78787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8
3,0,0,0,163320,0,0,0,0,0,0,1183320,33,3,434170,6,0.53,0,0.53,0,0,0.23,0,0.23,0,0,0.3,0,0.3,0,0,0.53,0,0.53,0,0,0.23,0,0.23,0,0,0.3,0,0.3,0,0,19.3333333333333,2,1490.56603773585,2540830.18867925,308150.943396226,2232679.24528302,0,0,0,308150.943396226,0,0,0,0,0,0,2232679.24528302,4116981.13207547,890566.037735849,0,0,179622.641509434,0,0,1193207.54716981,1074760.22012579,3366388.67924528,4441148.89937107,815094.339622641,1016981.13207547,3171698.11320755,4188679.24528302,29114794.3396226,3688679.24528302,162264.150943396,32965737.7358491,21490244.3954448,436518.165484277,519398.121509434,955916.286993711,31231709.6588444,9702019.75549855,47577358.5220126,5144595.53227673,52721954.0542893,-21529689.9033459,31192264.1509434,841.509433962264,260.377358490566,1858.49056603774,2178.2641509434,13548301.8867925,17643962.2641509,0,0,0,0,469.811320754717,0,0,469.811320754717,0,0,0,0,7047.16981132075,7047.16981132075,1249.05660377358,596.22641509434,652.830188679245,271.698113207547,0,271.698113207547,505.660377358491,0,2026.41509433962,0,7.54716981132075,0,5.66037735849057,0,0,0,532.075471698113,0,215.094339622641,466.037735849057,56.6037735849057,0,0,0,0,0,292.452830188679,0,0,333.962264150943,0,0,0,16.9811320754717,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6875
3,0,0,0,169680,0,61500,0,0,0,0,0,37,4,415002,6,1.18,0.33,0.85,0,0,0.33,0.33,0,0,0,0.85,0,0.85,0,0,1.18,0.33,0.85,0,0,0.33,0.33,0,0,0,0.85,0,0.85,0,0,22.8333333333333,2,720.338983050847,195915.254237288,195915.254237288,0,0,0,0,143796.610169492,0,52118.6440677966,0,0,0,0,0,398644.06779661,1360000,0,0,0,0,0,50847.4576271186,1783565.6779661,28902.7653880464,1812468.44335415,0,408474.576271186,1067796.61016949,1476271.18644068,13305972.8813559,3092652.54237288,0,16398625.4237288,8393326.37555754,132575.467778769,228209.999322034,360785.467100803,14075232.9247279,15111758.3702052,20631502.646744,1837056.65354148,22468559.3002855,1036525.44547726,23505084.7457627,0,934.745762711864,3692.37288135593,3692.37288135593,0,23505084.7457627,0,0,0,0,384.745762711864,0,2.54237288135593,387.28813559322,0,0,0,0,0,0,695.762711864407,394.06779661017,301.694915254237,196.610169491525,82.2033898305085,114.406779661017,103.389830508475,0,995.762711864407,0,2.54237288135593,0,0,0,0,0,33.0508474576271,0,412.71186440678,406.779661016949,10.1694915254237,0,0,55.0847457627119,0,0,6.77966101694915,0,0,66.1016949152542,0,0,0,2.54237288135593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25
